ZIPCODE,BLDGZIP,PO_NAME,POPULATION,AREA,STATE,COUNTY,ST_FIPS,CTY_FIPS,URL,SHAPE_AREA,SHAPE_LEN,new_temp,new_DHI,new_DNI,2018_NYC_Data_DHI,2018_NYC_Data_DNI,2018_NYC_Data_Temperature
11238,0,Brooklyn,46664,29429423.46,NY,Kings,36,47,http://www.usps.com/,0,0,11.773,61.354,162,61.35368424,161.7571437,11.77270839
11231,0,Brooklyn,33144,39379691.79,NY,Kings,36,47,http://www.usps.com/,0,0,11.819,60.867,155,60.86733338,154.6573157,11.81948655
11422,0,Rosedale,30139,60120657.21,NY,Queens,36,81,http://www.usps.com/,0,0,12.026,60.554,166,60.55395092,165.8471582,12.02637633
11420,0,South Ozone Park,44538,61879568.37,NY,Queens,36,81,http://www.usps.com/,0,0,11.88,59.31,166,59.31037053,166.3392137,11.87989487
11417,0,Ozone Park,28562,31099087.11,NY,Queens,36,81,http://www.usps.com/,0,0,11.853,60.579,163,60.57930588,163.10424,11.85311804
11215,0,Brooklyn,63272,61922821.75,NY,Kings,36,47,http://www.usps.com/,0,0,11.677,61.294,167,61.29448365,166.510785,11.67705696
11231,0,Brooklyn,33144,701979.3853,NY,Kings,36,47,http://www.usps.com/,0,0,11.819,60.867,155,60.86733338,154.6573157,11.81948655
11232,0,Brooklyn,29521,55879065.15,NY,Kings,36,47,http://www.usps.com/,0,0,11.833,61.274,162,61.27377565,162.2675998,11.83313631
11430,0,Jamaica,16,199913664.3,NY,Queens,36,81,http://www.usps.com/,0,0,,,,,,
11203,0,Brooklyn,78060,60644835.46,NY,Kings,36,47,http://www.usps.com/,0,0,11.901,60.64,167,60.64010577,167.1261827,11.90072149
11239,0,Brooklyn,12562,41794660.77,NY,Kings,36,47,http://www.usps.com/,0,0,11.941,61.164,161,61.16432038,160.908,11.94112898
11236,0,Brooklyn,94480,96373991.62,NY,Kings,36,47,http://www.usps.com/,0,0,11.869,61.739,159,61.73914411,159.1399946,11.86882323
11220,0,Brooklyn,97257,47453785.79,NY,Kings,36,47,http://www.usps.com/,0,0,11.833,61.274,162,61.27377565,162.2675998,11.83313631
10301,0,Staten Island,40438,105182712.6,NY,Richmond,36,85,http://www.usps.com/,0,0,11.573,63.089,154,63.08861927,154.337213,11.57300358
10303,0,Staten Island,27048,81629773.52,NY,Richmond,36,85,http://www.usps.com/,0,0,11.829,62.602,157,62.60212254,156.5586206,11.82941895
11234,0,Brooklyn,85853,206201040.1,NY,Kings,36,47,http://www.usps.com/,0,0,11.991,60.775,166,60.77538882,165.7813519,11.99113269
10302,0,Staten Island,18123,29555323.02,NY,Richmond,36,85,http://www.usps.com/,0,0,11.794,62.954,152,62.95409333,151.9070186,11.79361324
11693,0,Far Rockaway,11052,46471727.17,NY,Queens,36,81,http://www.usps.com/,0,0,12.132,60.853,159,60.8526135,159.0753803,12.1320477
11209,0,Brooklyn,69255,57842313.96,NY,Kings,36,47,http://www.usps.com/,0,0,11.803,61.206,164,61.20594625,164.0474988,11.80329696
10304,0,Staten Island,41502,98226679.8,NY,Richmond,36,85,http://www.usps.com/,0,0,11.689,60.877,164,60.87724361,164.0528058,11.68887414
10314,0,Staten Island,85430,473985727.1,NY,Richmond,36,85,http://www.usps.com/,0,0,11.771,62.316,160,62.31634691,159.5013865,11.77086102
11228,0,Brooklyn,43080,43893024.73,NY,Kings,36,47,http://www.usps.com/,0,0,11.803,61.206,164,61.20594625,164.0474988,11.80329696
11096,0,Inwood,147,1512446.305,NY,Queens,36,81,http://www.usps.com/,0,0,,,,,,
10305,0,Staten Island,41746,111441829.3,NY,Richmond,36,85,http://www.usps.com/,0,0,11.752,60.868,160,60.86833264,159.8041624,11.75245488
11229,0,Brooklyn,79608,60119326.14,NY,Kings,36,47,http://www.usps.com/,0,0,11.991,60.775,166,60.77538882,165.7813519,11.99113269
11214,0,Brooklyn,89061,61096539.39,NY,Kings,36,47,http://www.usps.com/,0,0,11.845,61.188,163,61.18763201,163.4332296,11.84532026
11691,0,Far Rockaway,60267,83927815.11,NY,Queens,36,81,http://www.usps.com/,0,0,12.132,60.533,167,60.53341761,167.2782394,12.13181884
11096,0,Inwood,147,111973.734,NY,Queens,36,81,http://www.usps.com/,0,0,,,,,,
11223,0,Brooklyn,79864,58702923.47,NY,Kings,36,47,http://www.usps.com/,0,0,11.845,61.188,163,61.18763201,163.4332296,11.84532026
11693,0,Far Rockaway,11052,1527599.164,NY,Queens,36,81,http://www.usps.com/,0,0,12.132,60.853,159,60.8526135,159.0753803,12.1320477
11692,0,Arverne,18018,23992395.38,NY,Queens,36,81,http://www.usps.com/,0,0,12.123,61.237,161,61.23701917,161.4099177,12.12331587
11235,0,Brooklyn,76130,69053803.03,NY,Kings,36,47,http://www.usps.com/,0,0,12.047,61.98,157,61.98013233,156.6381136,12.04722009
11693,0,Far Rockaway,11052,12270916.53,NY,Queens,36,81,http://www.usps.com/,0,0,12.132,60.853,159,60.8526135,159.0753803,12.1320477
10306,0,Staten Island,55602,174102872,NY,Richmond,36,85,http://www.usps.com/,0,0,11.877,60.565,164,60.56548232,164.0403506,11.87717483
11694,0,Rockaway Park,20163,48101606.61,NY,Queens,36,81,http://www.usps.com/,0,0,12.115,61.193,160,61.19263633,160.3936999,12.11532381
11224,0,Brooklyn,49600,46701983.75,NY,Kings,36,47,http://www.usps.com/,0,0,11.945,62.024,160,62.02383833,159.8450949,11.94530954
10308,0,Staten Island,27612,62751041.82,NY,Richmond,36,85,http://www.usps.com/,0,0,11.769,61.463,162,61.46262801,161.9436375,11.7694453
11697,0,Breezy Point,4079,59789760.62,NY,Queens,36,81,http://www.usps.com/,0,0,12.063,61.378,158,61.37775618,158.4432292,12.06252227
10312,0,Staten Island,58506,169087432.9,NY,Richmond,36,85,http://www.usps.com/,0,0,11.846,61.977,160,61.97749776,159.7064577,11.84575733
10309,0,Staten Island,33114,215835793.5,NY,Richmond,36,85,http://www.usps.com/,0,0,11.835,62.18,162,62.17991018,161.7997005,11.83530407
10307,0,Staten Island,14096,46028382.63,NY,Richmond,36,85,http://www.usps.com/,0,0,11.826,61.163,161,61.16264881,161.4310633,11.8255471
10280,0,New York,3170,2234114.007,NY,New York,36,61,http://www.usps.com/,0,0,11.819,60.867,155,60.86733338,154.6573157,11.81948655
11372,0,Jackson Heights,66636,20163283.87,NY,Queens,36,81,http://www.usps.com/,0,0,11.628,61.67,160,61.67024236,159.8264564,11.62814791
11004,0,Glen Oaks,11776,22606526.91,NY,Queens,36,81,http://www.usps.com/,0,0,11.751,59.878,168,59.87800606,168.0971606,11.75093803
11040,0,New Hyde Park,2349,6269333.412,NY,Queens,36,81,http://www.usps.com/,0,0,,,,,,
11426,0,Bellerose,20050,49609163.54,NY,Queens,36,81,http://www.usps.com/,0,0,11.75,60.272,169,60.27179553,168.6604719,11.74999691
11365,0,Fresh Meadows,40528,69385865.59,NY,Queens,36,81,http://www.usps.com/,0,0,11.635,60.771,164,60.77097894,164.0899644,11.63463224
11001,0,Floral Park,3944,9155180.263,NY,Queens,36,81,http://www.usps.com/,0,0,,,,,,
11375,0,Forest Hills,68555,55587771.83,NY,Queens,36,81,http://www.usps.com/,0,0,11.691,62.927,157,62.92730841,156.5338328,11.69111167
