Year, Month, DHI, DNI, Temperature
2018,1,23446.0,113440.0,-702.0999999999989
2018,2,25618.0,74416.0,2301.3000000000025
2018,3,43032.0,130023.0,2202.400000000001
2018,4,53992.0,128621.0,5181.0
2018,5,61504.0,137124.0,11682.399999999992
2018,6,67164.0,164593.0,14236.400000000009
2018,7,67358.0,186540.0,17826.900000000016
2018,8,60112.0,162011.0,18317.39999999999
2018,9,44442.0,89802.0,15447.700000000017
2018,10,36465.0,102111.0,10785.599999999995
2018,11,22498.0,79027.0,5066.399999999995
2018,12,20020.0,78960.0,2915.100000000002
