Year, Month, DHI, DNI, Temperature
2018,1,23531.0,114072.0,-1137.7000000000003
2018,2,26605.0,68060.0,2054.2999999999997
2018,3,43260.0,130818.0,1952.199999999998
2018,4,56369.0,129155.0,5165.0
2018,5,64237.0,130693.0,12047.300000000012
2018,6,71809.0,154130.0,14395.599999999997
2018,7,72247.0,172109.0,17918.200000000015
2018,8,64493.0,146763.0,18233.50000000001
2018,9,47139.0,78284.0,15330.699999999999
2018,10,37258.0,101453.0,10410.899999999992
2018,11,23676.0,79562.0,4559.399999999999
2018,12,20202.0,80198.0,2462.600000000001
