Year, Month, DHI, DNI, Temperature
2018,1,24456.0,104277.0,-1535.3999999999985
2018,2,25898.0,71179.0,1884.1999999999991
2018,3,43215.0,128131.0,1832.0000000000011
2018,4,54418.0,128428.0,5179.000000000002
2018,5,63154.0,133083.0,12434.099999999997
2018,6,70632.0,155617.0,14574.600000000015
2018,7,72504.0,170436.0,18126.299999999996
2018,8,64010.0,148802.0,18294.899999999994
2018,9,46466.0,83858.0,15301.199999999999
2018,10,36658.0,104664.0,10127.3
2018,11,22715.0,83641.0,4171.1
2018,12,20035.0,82457.0,2056.4999999999995
