Year, Month, DHI, DNI, Temperature
2018,1,23628.0,112910.0,-1357.7000000000028
2018,2,25111.0,77091.0,1990.1000000000004
2018,3,43673.0,131089.0,1823.7999999999981
2018,4,55718.0,124866.0,5269.599999999997
2018,5,63090.0,130732.0,12380.800000000003
2018,6,68442.0,163728.0,14591.000000000005
2018,7,68091.0,184118.0,17996.100000000017
2018,8,62679.0,152608.0,18185.50000000001
2018,9,45278.0,88802.0,15297.299999999994
2018,10,35716.0,108380.0,10176.40000000001
2018,11,23059.0,82645.0,4251.4
2018,12,19920.0,84100.0,2227.100000000001
