Year, Month, DHI, DNI, Temperature
2018,1,24003.0,113630.0,-692.8999999999986
2018,2,25561.0,77387.0,2294.0000000000023
2018,3,42885.0,130929.0,2197.4000000000015
2018,4,54154.0,130059.0,5151.199999999997
2018,5,61811.0,137857.0,11619.999999999995
2018,6,67685.0,166168.0,14194.800000000001
2018,7,67023.0,188763.0,17794.80000000001
2018,8,59531.0,165135.0,18298.399999999994
2018,9,45144.0,90254.0,15430.400000000005
2018,10,37083.0,99212.0,10787.700000000003
2018,11,22685.0,77120.0,5082.699999999994
2018,12,20065.0,80764.0,2923.8000000000025
