Year, Month, DHI, DNI, Temperature
2018,1,24606.0,111750.0,-764.9999999999985
2018,2,26022.0,72246.0,2277.700000000001
2018,3,42740.0,134039.0,2168.3999999999987
2018,4,56667.0,131821.0,5264.099999999998
2018,5,63788.0,132601.0,11902.399999999994
2018,6,68360.0,163920.0,14383.700000000003
2018,7,67090.0,186962.0,17913.899999999998
2018,8,59106.0,167859.0,18334.199999999986
2018,9,45108.0,85108.0,15474.199999999988
2018,10,36633.0,104395.0,10728.99999999999
2018,11,23473.0,82419.0,4948.800000000004
2018,12,19768.0,83793.0,2845.699999999999
