Year, Month, DHI, DNI, Temperature
2018,1,25122.0,109459.0,-1297.3000000000009
2018,2,27176.0,68473.0,1986.2000000000019
2018,3,43434.0,130980.0,1902.3
2018,4,56885.0,128193.0,5186.399999999998
2018,5,63658.0,132900.0,12240.199999999992
2018,6,70689.0,157718.0,14494.999999999995
2018,7,73374.0,166961.0,18020.299999999977
2018,8,65007.0,146381.0,18262.299999999996
2018,9,47346.0,79941.0,15324.599999999999
2018,10,36731.0,103180.0,10291.000000000015
2018,11,23615.0,80160.0,4389.5
2018,12,20050.0,82244.0,2294.599999999999
