Year, Month, DHI, DNI, Temperature
2018,1,22526.0,117998.0,-1389.000000000002
2018,2,25528.0,74157.0,1947.6000000000006
2018,3,42756.0,125879.0,1853.9000000000008
2018,4,54328.0,124685.0,5225.500000000003
2018,5,62766.0,132938.0,12399.199999999992
2018,6,68990.0,161763.0,14583.7
2018,7,69523.0,172084.0,18079.79999999998
2018,8,63683.0,148708.0,18260.599999999977
2018,9,46186.0,85845.0,15318.099999999993
2018,10,36010.0,106103.0,10195.100000000008
2018,11,22787.0,83398.0,4253.700000000005
2018,12,19417.0,85654.0,2188.6999999999994
