Year, Month, DHI, DNI, Temperature
2018,1,23020.0,112006.0,-1601.0000000000005
2018,2,25465.0,73707.0,1828.1999999999985
2018,3,42694.0,122727.0,1759.3000000000009
2018,4,53324.0,125505.0,5196.199999999998
2018,5,60569.0,136462.0,12552.4
2018,6,65736.0,164193.0,14641.900000000021
2018,7,68704.0,174573.0,18149.500000000015
2018,8,62264.0,152038.0,18254.100000000002
2018,9,44937.0,91199.0,15271.999999999976
2018,10,35615.0,107013.0,10030.599999999999
2018,11,22309.0,83549.0,4037.6999999999975
2018,12,19209.0,85108.0,1969.4000000000008
