Year, Month, DHI, DNI, Temperature
2018,1,23127.0,110494.0,-1594.799999999999
2018,2,25944.0,74503.0,1830.4999999999977
2018,3,43079.0,131883.0,1776.299999999998
2018,4,53105.0,129447.0,5104.499999999997
2018,5,62264.0,136336.0,12336.4
2018,6,69452.0,159874.0,14490.700000000012
2018,7,69568.0,180423.0,18049.800000000003
2018,8,61523.0,157136.0,18234.2
2018,9,43913.0,95372.0,15237.400000000001
2018,10,36796.0,105568.0,10079.800000000001
2018,11,22600.0,84535.0,4130.999999999998
2018,12,19846.0,84321.0,2002.3999999999987
