Year, Month, DHI, DNI, Temperature
2018,1,26328.0,101139.0,-1476.0000000000002
2018,2,25269.0,75078.0,1889.8999999999996
2018,3,43755.0,122632.0,1731.500000000001
2018,4,56447.0,123598.0,5189.900000000003
2018,5,64710.0,126554.0,12356.0
2018,6,70787.0,154708.0,14539.900000000005
2018,7,72598.0,170892.0,17954.8
2018,8,68023.0,135110.0,18120.700000000023
2018,9,46592.0,78792.0,15220.500000000016
2018,10,36123.0,103679.0,10066.29999999999
2018,11,23658.0,79029.0,4127.3
2018,12,19675.0,84130.0,2097.8999999999983
