Year, Month, DHI, DNI, Temperature
2018,1,22375.0,120584.0,-1238.2999999999997
2018,2,25521.0,74085.0,2032.3999999999996
2018,3,42715.0,126453.0,1926.799999999999
2018,4,54910.0,125158.0,5248.8
2018,5,63672.0,132082.0,12294.300000000007
2018,6,70584.0,160201.0,14550.400000000005
2018,7,69815.0,172994.0,18042.199999999997
2018,8,63416.0,151070.0,18273.9
2018,9,46876.0,83228.0,15357.599999999988
2018,10,36152.0,105576.0,10317.999999999998
2018,11,22999.0,83366.0,4415.699999999996
2018,12,19484.0,86368.0,2348.1000000000004
