Year, Month, DHI, DNI, Temperature
2018,1,26443.0,85753.0,-392.1000000000007
2018,2,25810.0,74268.0,2450.5999999999976
2018,3,43107.0,121708.0,2341.499999999998
2018,4,56379.0,128315.0,5215.199999999996
2018,5,64763.0,129420.0,11481.700000000006
2018,6,69064.0,159676.0,14170.500000000011
2018,7,66601.0,190608.0,17755.300000000003
2018,8,59867.0,163619.0,18344.199999999997
2018,9,44422.0,92763.0,15527.600000000008
2018,10,37147.0,101273.0,11043.599999999995
2018,11,23710.0,76826.0,5384.100000000002
2018,12,19797.0,84556.0,3237.599999999998
