Year, Month, DHI, DNI, Temperature
2018,1,23678.0,121484.0,-2114.099999999998
2018,2,25382.0,79531.0,1538.3
2018,3,41666.0,143580.0,1510.6999999999991
2018,4,54947.0,129735.0,4965.500000000002
2018,5,62731.0,137586.0,12522.199999999997
2018,6,68000.0,167495.0,14498.099999999999
2018,7,68053.0,181369.0,18071.3
2018,8,60546.0,159608.0,18129.400000000023
2018,9,45029.0,91408.0,15056.300000000001
2018,10,36238.0,106591.0,9667.10000000001
2018,11,22718.0,82056.0,3626.400000000001
2018,12,19593.0,87728.0,1481.4000000000005
