Year, Month, DHI, DNI, Temperature
2018,1,24650.0,113226.0,-589.1000000000012
2018,2,26160.0,74167.0,2362.2999999999993
2018,3,42849.0,130273.0,2263.499999999999
2018,4,56284.0,129064.0,5204.8
2018,5,61776.0,136775.0,11628.800000000003
2018,6,67867.0,163464.0,14228.399999999998
2018,7,66934.0,190287.0,17819.300000000007
2018,8,59784.0,164304.0,18340.499999999996
2018,9,45307.0,89610.0,15485.800000000003
2018,10,36328.0,104974.0,10881.200000000012
2018,11,22843.0,81905.0,5180.999999999994
2018,12,20070.0,82433.0,3031.7000000000003
