Year, Month, DHI, DNI, Temperature
2018,1,24931.0,110460.0,-568.3000000000004
2018,2,26125.0,74876.0,2365.7000000000007
2018,3,43530.0,129250.0,2264.7000000000016
2018,4,55343.0,128556.0,5187.000000000004
2018,5,61746.0,138173.0,11579.300000000016
2018,6,68021.0,165544.0,14195.399999999998
2018,7,66997.0,192330.0,17796.20000000001
2018,8,59226.0,166594.0,18330.899999999998
2018,9,45671.0,89953.0,15478.900000000005
2018,10,36731.0,102925.0,10894.300000000001
2018,11,23102.0,77017.0,5207.299999999993
2018,12,19999.0,81614.0,3051.0000000000023
