Year, Month, DHI, DNI, Temperature
2018,1,23154.0,125499.0,-1174.8000000000004
2018,2,25820.0,74526.0,2037.8000000000002
2018,3,42939.0,134128.0,1936.699999999999
2018,4,57316.0,128859.0,5174.299999999999
2018,5,63257.0,133259.0,12094.299999999992
2018,6,69560.0,161752.0,14419.799999999994
2018,7,69855.0,175178.0,17936.800000000007
2018,8,62059.0,154169.0,18232.000000000022
2018,9,47000.0,81295.0,15324.999999999995
2018,10,36513.0,105589.0,10376.50000000001
2018,11,22921.0,86190.0,4513.800000000005
2018,12,19737.0,86899.0,2421.7000000000007
