Year, Month, DHI, DNI, Temperature
2018,1,25231.0,83408.0,-1752.2999999999988
2018,2,25625.0,70674.0,1732.0999999999995
2018,3,43256.0,121488.0,1732.0000000000011
2018,4,52580.0,124541.0,5040.300000000003
2018,5,61495.0,133794.0,12377.999999999995
2018,6,68941.0,158612.0,14469.39999999999
2018,7,67453.0,179417.0,18103.099999999984
2018,8,61054.0,151619.0,18260.399999999998
2018,9,43518.0,93151.0,15213.300000000001
2018,10,36505.0,98869.0,9996.3
2018,11,22705.0,78347.0,4026.3999999999987
2018,12,20267.0,78468.0,1840.8999999999983
