Year, Month, DHI, DNI, Temperature
2018,1,27465.0,80347.0,-581.800000000002
2018,2,26237.0,71589.0,2363.5
2018,3,43375.0,118415.0,2255.6000000000013
2018,4,56269.0,129027.0,5254.2999999999965
2018,5,64976.0,128485.0,11721.99999999998
2018,6,69073.0,158775.0,14300.200000000015
2018,7,67663.0,186331.0,17848.00000000001
2018,8,59392.0,163644.0,18345.500000000004
2018,9,43824.0,91689.0,15509.899999999998
2018,10,36970.0,101605.0,10886.799999999992
2018,11,23809.0,76056.0,5158.599999999992
2018,12,19684.0,85763.0,3037.6000000000017
