Year, Month, DHI, DNI, Temperature
2018,1,23247.0,119577.0,-935.9999999999999
2018,2,25895.0,73387.0,2182.8000000000015
2018,3,42600.0,138865.0,2079.4000000000015
2018,4,56202.0,131571.0,5242.400000000001
2018,5,62695.0,133808.0,12013.100000000002
2018,6,68551.0,163201.0,14422.10000000001
2018,7,68139.0,182320.0,17943.699999999986
2018,8,59945.0,162961.0,18304.499999999993
2018,9,45823.0,83064.0,15423.0
2018,10,36245.0,106820.0,10581.600000000006
2018,11,23086.0,85924.0,4763.599999999998
2018,12,19737.0,87283.0,2667.199999999999
