Year, Month, DHI, DNI, Temperature
2018,1,24346.0,111925.0,-1754.9000000000003
2018,2,25980.0,73201.0,1752.9000000000008
2018,3,43235.0,126248.0,1710.8000000000009
2018,4,55961.0,121382.0,5131.399999999996
2018,5,63067.0,132757.0,12547.899999999998
2018,6,68917.0,159030.0,14601.299999999996
2018,7,71331.0,171826.0,18149.100000000024
2018,8,64120.0,150813.0,18246.20000000002
2018,9,46643.0,86096.0,15223.599999999984
2018,10,36402.0,103460.0,9941.299999999974
2018,11,23061.0,80905.0,3934.6000000000017
2018,12,19747.0,82691.0,1827.800000000002
