Year, Month, DHI, DNI, Temperature
2018,1,23399.0,114190.0,-1404.7000000000014
2018,2,25407.0,76521.0,2021.2
2018,3,43689.0,134458.0,1845.5999999999992
2018,4,56631.0,122373.0,5400.799999999998
2018,5,63851.0,126470.0,12657.700000000012
2018,6,69942.0,159172.0,14782.0
2018,7,71446.0,174918.0,18147.10000000001
2018,8,65602.0,141889.0,18264.29999999999
2018,9,46986.0,82104.0,15367.600000000011
2018,10,36400.0,104317.0,10134.399999999989
2018,11,23636.0,80702.0,4163.299999999995
2018,12,20076.0,83904.0,2170.599999999998
