Year, Month, DHI, DNI, Temperature
2018,1,25592.0,107178.0,-1478.1000000000015
2018,2,24644.0,80724.0,2108.1
2018,3,44139.0,128228.0,1823.3999999999983
2018,4,56286.0,124457.0,5592.099999999998
2018,5,62427.0,128846.0,12940.400000000001
2018,6,67999.0,159989.0,14990.899999999972
2018,7,70353.0,176523.0,18196.199999999997
2018,8,59949.0,151627.0,18262.400000000005
2018,9,45448.0,85974.0,15410.099999999964
2018,10,37421.0,104998.0,10037.300000000008
2018,11,22918.0,84156.0,4033.3999999999987
2018,12,19822.0,84755.0,2102.200000000002
