Year, Month, DHI, DNI, Temperature
2018,1,23851.0,106647.0,-1203.4000000000008
2018,2,25129.0,77763.0,2125.7000000000007
2018,3,43484.0,128034.0,1965.3999999999996
2018,4,54603.0,125402.0,5405.399999999999
2018,5,62763.0,130384.0,12498.300000000016
2018,6,67822.0,165022.0,14714.9
2018,7,67879.0,185450.0,18117.999999999996
2018,8,62186.0,156044.0,18315.89999999998
2018,9,45224.0,91317.0,15430.599999999988
2018,10,35933.0,107885.0,10324.19999999999
2018,11,22948.0,82374.0,4401.999999999995
2018,12,19861.0,84428.0,2382.8999999999996
