Year, Month, DHI, DNI, Temperature
2018,1,26310.0,84147.0,-1799.900000000001
2018,2,25581.0,70044.0,1736.2000000000005
2018,3,43419.0,120056.0,1745.0999999999997
2018,4,52751.0,125341.0,5087.799999999998
2018,5,60585.0,136698.0,12506.300000000016
2018,6,66933.0,164081.0,14553.599999999999
2018,7,66789.0,181309.0,18185.400000000005
2018,8,59640.0,155818.0,18309.799999999985
2018,9,43830.0,91548.0,15244.300000000001
2018,10,35635.0,99136.0,9973.299999999996
2018,11,22678.0,76619.0,3978.2000000000035
2018,12,20131.0,76517.0,1793.8000000000004
