Year, Month, DHI, DNI, Temperature
2018,1,23523.0,117523.0,-1724.4000000000024
2018,2,25404.0,75821.0,1775.400000000001
2018,3,42958.0,128399.0,1731.4000000000003
2018,4,54187.0,123222.0,5164.399999999996
2018,5,62666.0,133547.0,12587.00000000001
2018,6,68409.0,159567.0,14637.50000000001
2018,7,70893.0,173092.0,18177.800000000014
2018,8,64030.0,148250.0,18269.300000000003
2018,9,46012.0,89320.0,15250.099999999982
2018,10,36241.0,101889.0,9963.399999999985
2018,11,22886.0,82895.0,3952.8000000000034
2018,12,19555.0,83505.0,1854.8000000000018
