Year, Month, DHI, DNI, Temperature
2018,1,24813.0,105395.0,-1407.5999999999985
2018,2,25263.0,76365.0,2068.6
2018,3,44066.0,130679.0,1868.1
2018,4,56150.0,123157.0,5492.199999999997
2018,5,63953.0,125288.0,12794.399999999996
2018,6,69969.0,157899.0,14886.400000000001
2018,7,72910.0,170076.0,18208.800000000003
2018,8,65328.0,141183.0,18302.200000000004
2018,9,47357.0,77039.0,15411.200000000019
2018,10,36505.0,102763.0,10127.800000000007
2018,11,23354.0,80907.0,4140.699999999996
2018,12,19976.0,84189.0,2167.600000000001
