Year, Month, DHI, DNI, Temperature
2018,1,22917.0,117669.0,-1601.900000000003
2018,2,25492.0,79943.0,1758.2000000000014
2018,3,42155.0,137621.0,1736.1000000000004
2018,4,52750.0,131292.0,4961.200000000004
2018,5,62351.0,137707.0,12102.399999999998
2018,6,68081.0,165602.0,14305.999999999987
2018,7,67986.0,185841.0,17940.399999999994
2018,8,59698.0,163437.0,18172.599999999995
2018,9,43591.0,98879.0,15172.300000000007
2018,10,36415.0,108584.0,10090.400000000023
2018,11,22224.0,87241.0,4184.699999999996
2018,12,19562.0,87942.0,1993.3000000000006
