Year, Month, DHI, DNI, Temperature
2018,1,23564.0,110682.0,-914.8000000000005
2018,2,25421.0,80113.0,2111.7000000000007
2018,3,42736.0,137463.0,2057.6999999999985
2018,4,53140.0,131581.0,4980.100000000004
2018,5,62851.0,138566.0,11531.100000000011
2018,6,67257.0,168079.0,14052.200000000004
2018,7,67851.0,189545.0,17743.899999999994
2018,8,59691.0,165320.0,18221.90000000002
2018,9,45664.0,91943.0,15308.2
2018,10,37244.0,102015.0,10620.499999999996
2018,11,22595.0,82060.0,4913.500000000002
2018,12,19934.0,84836.0,2684.4999999999977
