Year, Month, DHI, DNI, Temperature
2018,1,22406.0,116571.0,-1181.6999999999991
2018,2,25289.0,74195.0,2081.000000000001
2018,3,42736.0,126108.0,1967.600000000001
2018,4,54864.0,122684.0,5297.399999999997
2018,5,65013.0,128596.0,12332.900000000009
2018,6,71242.0,158579.0,14591.600000000008
2018,7,69230.0,177184.0,18070.500000000007
2018,8,63071.0,153648.0,18307.099999999988
2018,9,45145.0,88164.0,15397.9
2018,10,36360.0,107330.0,10363.90000000001
2018,11,22871.0,86053.0,4465.4
2018,12,19645.0,86481.0,2404.6000000000004
