Year, Month, DHI, DNI, Temperature
2018,1,24495.0,103356.0,-1277.0000000000005
2018,2,27085.0,67927.0,1965.3000000000009
2018,3,44058.0,128905.0,1880.4999999999986
2018,4,54832.0,126011.0,5091.599999999997
2018,5,63974.0,130510.0,12030.100000000008
2018,6,71715.0,152716.0,14350.099999999986
2018,7,74508.0,168214.0,17895.500000000007
2018,8,65744.0,143353.0,18195.3
2018,9,46270.0,84128.0,15265.500000000002
2018,10,37770.0,98422.0,10310.000000000011
2018,11,23364.0,78922.0,4444.599999999997
2018,12,20473.0,77909.0,2325.9
