Year, Month, DHI, DNI, Temperature
2018,1,25992.0,106050.0,-1969.8000000000004
2018,2,26429.0,75859.0,1539.8000000000006
2018,3,43012.0,127883.0,1463.000000000001
2018,4,55411.0,125750.0,4942.5
2018,5,60659.0,135457.0,12396.499999999996
2018,6,67453.0,161073.0,14432.300000000003
2018,7,70432.0,172514.0,17948.299999999996
2018,8,62872.0,150952.0,18009.199999999993
2018,9,45771.0,88446.0,15007.00000000003
2018,10,35835.0,101828.0,9690.900000000003
2018,11,22904.0,80658.0,3673.099999999996
2018,12,19345.0,83545.0,1594.499999999999
