Year, Month, DHI, DNI, Temperature
2018,1,28184.0,81896.0,-642.9999999999975
2018,2,26043.0,71467.0,2340.000000000002
2018,3,43489.0,120699.0,2230.6999999999994
2018,4,56544.0,128419.0,5269.099999999999
2018,5,65641.0,125824.0,11802.799999999994
2018,6,69279.0,159268.0,14344.000000000015
2018,7,68751.0,182046.0,17880.700000000015
2018,8,60140.0,161716.0,18346.70000000003
2018,9,45104.0,86993.0,15504.80000000001
2018,10,36960.0,100306.0,10831.599999999986
2018,11,23962.0,74387.0,5084.099999999999
2018,12,19975.0,82818.0,2975.2999999999993
