Year, Month, DHI, DNI, Temperature
2018,1,23926.0,104530.0,-1596.3000000000009
2018,2,26388.0,70008.0,1829.5999999999974
2018,3,43787.0,128198.0,1773.7999999999977
2018,4,54374.0,126944.0,5107.199999999996
2018,5,63371.0,132637.0,12346.7
2018,6,70909.0,155393.0,14497.400000000014
2018,7,72025.0,172987.0,18052.900000000005
2018,8,63803.0,149510.0,18233.59999999999
2018,9,45730.0,87686.0,15237.999999999996
2018,10,36967.0,103962.0,10075.4
2018,11,22816.0,82961.0,4123.799999999996
2018,12,20142.0,81667.0,1999.9999999999986
