Year, Month, DHI, DNI, Temperature
2018,1,26521.0,92624.0,-1845.3
2018,2,26141.0,70198.0,1732.3000000000002
2018,3,42781.0,128105.0,1707.2
2018,4,54810.0,128122.0,5124.000000000003
2018,5,61413.0,135857.0,12592.200000000003
2018,6,67884.0,162436.0,14614.899999999996
2018,7,69772.0,173338.0,18188.300000000007
2018,8,61908.0,153367.0,18282.00000000001
2018,9,45460.0,86037.0,15224.699999999993
2018,10,35945.0,100155.0,9904.799999999994
2018,11,23489.0,72584.0,3887.300000000001
2018,12,20307.0,74606.0,1749.9
