Year, Month, DHI, DNI, Temperature
2018,1,23882.0,106680.0,-985.800000000001
2018,2,26331.0,69506.0,2152.8000000000025
2018,3,43196.0,130745.0,2053.3999999999987
2018,4,55097.0,129940.0,5223.800000000006
2018,5,63758.0,130610.0,12025.000000000005
2018,6,70520.0,156378.0,14417.6
2018,7,69952.0,178878.0,17943.69999999996
2018,8,62343.0,155290.0,18292.7
2018,9,45933.0,80410.0,15406.90000000001
2018,10,36879.0,101227.0,10544.70000000001
2018,11,23627.0,79216.0,4716.600000000002
2018,12,20362.0,79610.0,2617.2999999999975
