Year, Month, DHI, DNI, Temperature
2018,1,23893.0,112954.0,-1555.9
2018,2,26090.0,72749.0,1864.4999999999982
2018,3,42982.0,126832.0,1807.1999999999996
2018,4,55358.0,125827.0,5182.799999999995
2018,5,62365.0,135073.0,12471.499999999996
2018,6,68544.0,160295.0,14596.200000000026
2018,7,71865.0,169736.0,18132.8
2018,8,64249.0,148735.0,18278.39999999998
2018,9,46823.0,83455.0,15288.899999999996
2018,10,36515.0,103415.0,10095.199999999993
2018,11,22972.0,81925.0,4122.200000000002
2018,12,19684.0,83090.0,2026.2
