Year, Month, DHI, DNI, Temperature
2018,1,27643.0,86693.0,-910.4000000000012
2018,2,25960.0,72143.0,2222.2999999999984
2018,3,43427.0,124395.0,2096.7999999999997
2018,4,56469.0,128398.0,5298.499999999994
2018,5,65419.0,129453.0,12080.299999999997
2018,6,69723.0,162838.0,14481.600000000002
2018,7,69005.0,183262.0,17973.499999999975
2018,8,60653.0,162617.0,18323.500000000004
2018,9,45747.0,87946.0,15454.199999999993
2018,10,36712.0,105341.0,10593.600000000004
2018,11,23703.0,78090.0,4768.2999999999965
2018,12,19985.0,82949.0,2694.000000000002
