Year, Month, DHI, DNI, Temperature
2018,1,22943.0,114827.0,-936.1999999999994
2018,2,25418.0,77335.0,2112.0000000000014
2018,3,42428.0,139094.0,2052.9000000000005
2018,4,52825.0,132111.0,5000.0000000000055
2018,5,62919.0,137055.0,11579.200000000012
2018,6,68139.0,165694.0,14088.099999999993
2018,7,68382.0,186143.0,17760.999999999996
2018,8,60805.0,161919.0,18228.600000000013
2018,9,45513.0,93517.0,15315.800000000001
2018,10,37086.0,105652.0,10611.0
2018,11,22620.0,83182.0,4886.700000000002
2018,12,20002.0,85169.0,2668.899999999999
