Year, Month, DHI, DNI, Temperature
2018,1,22686.0,119550.0,-1551.3000000000013
2018,2,25451.0,76808.0,1869.1999999999987
2018,3,42327.0,126582.0,1811.2999999999997
2018,4,54046.0,127391.0,5200.199999999999
2018,5,61191.0,138102.0,12502.300000000003
2018,6,66244.0,165295.0,14617.80000000002
2018,7,68850.0,175695.0,18148.700000000004
2018,8,61401.0,155500.0,18287.499999999993
2018,9,45020.0,89763.0,15297.499999999995
2018,10,34954.0,106674.0,10095.499999999995
2018,11,22642.0,86167.0,4119.9000000000015
2018,12,19508.0,85565.0,2028.3999999999994
