Year, Month, DHI, DNI, Temperature
2018,1,23411.0,126515.0,-1282.4000000000012
2018,2,25720.0,76260.0,2012.200000000001
2018,3,42897.0,132221.0,1928.5000000000002
2018,4,57146.0,128261.0,5231.699999999999
2018,5,62542.0,135356.0,12313.2
2018,6,69889.0,159820.0,14551.299999999996
2018,7,71002.0,168860.0,18071.2
2018,8,64153.0,148972.0,18299.899999999994
2018,9,46354.0,83943.0,15359.599999999999
2018,10,35966.0,106283.0,10306.500000000011
2018,11,22905.0,84738.0,4393.5
2018,12,19597.0,84785.0,2307.199999999999
