Year, Month, DHI, DNI, Temperature
2018,1,24208.0,103871.0,-1268.0000000000011
2018,2,25047.0,73448.0,2040.8000000000004
2018,3,43666.0,122809.0,1885.5000000000002
2018,4,54079.0,123888.0,5287.599999999998
2018,5,64507.0,127740.0,12349.400000000009
2018,6,69220.0,159540.0,14587.699999999988
2018,7,68423.0,178918.0,18012.10000000001
2018,8,62004.0,152807.0,18226.599999999984
2018,9,44438.0,89741.0,15339.5
2018,10,36267.0,102196.0,10259.700000000006
2018,11,22939.0,82475.0,4351.0
2018,12,19595.0,86241.0,2316.500000000002
