Year, Month, DHI, DNI, Temperature
2018,1,22645.0,125484.0,-1264.2000000000016
2018,2,25501.0,74973.0,1986.3000000000002
2018,3,42999.0,135756.0,1864.5000000000002
2018,4,55408.0,128678.0,5163.8
2018,5,64595.0,132390.0,12148.599999999997
2018,6,70394.0,163081.0,14438.099999999988
2018,7,69593.0,178418.0,17924.99999999999
2018,8,61847.0,159930.0,18183.89999999998
2018,9,46282.0,84808.0,15281.700000000008
2018,10,36247.0,106456.0,10280.100000000004
2018,11,22943.0,86317.0,4396.799999999997
2018,12,19550.0,86855.0,2325.999999999998
