Year, Month, DHI, DNI, Temperature
2018,1,22897.0,109953.0,-929.4999999999998
2018,2,25322.0,79191.0,2114.2000000000003
2018,3,42722.0,136281.0,2055.100000000001
2018,4,52235.0,131265.0,4997.400000000006
2018,5,61781.0,139324.0,11571.000000000011
2018,6,67501.0,166446.0,14082.399999999994
2018,7,67727.0,187920.0,17758.199999999997
2018,8,60017.0,163982.0,18229.20000000001
2018,9,45709.0,92307.0,15315.899999999998
2018,10,36906.0,104103.0,10614.2
2018,11,22588.0,82053.0,4893.900000000003
2018,12,20205.0,83726.0,2674.1999999999994
