Year,Month,Day,Hour,Minute,DHI,DNI,Wind Speed,Temperature
2018,1,1,0,30,0,0,3.2,-13.100000000000001
2018,1,1,1,30,0,0,3.2,-13.200000000000001
2018,1,1,2,30,0,0,3.1,-13.4
2018,1,1,3,30,0,0,3.1,-13.600000000000001
2018,1,1,4,30,0,0,3.1,-13.700000000000001
2018,1,1,5,30,0,0,3.1,-13.9
2018,1,1,6,30,0,0,3.1,-14.100000000000001
2018,1,1,7,30,9,52,3.2,-13.5
2018,1,1,8,30,60,253,3.4000000000000004,-11.8
2018,1,1,9,30,78,574,3.6,-10.200000000000001
2018,1,1,10,30,86,743,3.6,-9.0
2018,1,1,11,30,98,751,3.6,-8.1
2018,1,1,12,30,87,844,3.6,-7.5
2018,1,1,13,30,84,766,3.5,-7.2
2018,1,1,14,30,64,747,3.4000000000000004,-7.300000000000001
2018,1,1,15,30,51,471,3.2,-8.0
2018,1,1,16,30,10,66,3.0,-9.0
2018,1,1,17,30,0,0,2.9000000000000004,-9.8
2018,1,1,18,30,0,0,2.9000000000000004,-10.100000000000001
2018,1,1,19,30,0,0,2.9000000000000004,-10.3
2018,1,1,20,30,0,0,3.1,-10.100000000000001
2018,1,1,21,30,0,0,3.3000000000000003,-9.9
2018,1,1,22,30,0,0,3.6,-10.0
2018,1,1,23,30,0,0,3.8000000000000003,-10.100000000000001
2018,1,2,0,30,0,0,3.9000000000000004,-10.200000000000001
2018,1,2,1,30,0,0,4.1000000000000005,-10.200000000000001
2018,1,2,2,30,0,0,4.1000000000000005,-10.100000000000001
2018,1,2,3,30,0,0,4.0,-10.0
2018,1,2,4,30,0,0,3.7,-10.200000000000001
2018,1,2,5,30,0,0,3.5,-10.600000000000001
2018,1,2,6,30,0,0,3.3000000000000003,-10.9
2018,1,2,7,30,9,44,3.1,-10.3
2018,1,2,8,30,60,256,3.1,-8.6
2018,1,2,9,30,90,468,3.2,-6.9
2018,1,2,10,30,101,652,3.1,-5.6000000000000005
2018,1,2,11,30,88,812,3.0,-4.7
2018,1,2,12,30,73,889,3.1,-4.0
2018,1,2,13,30,66,871,3.2,-3.6
2018,1,2,14,30,57,806,3.1,-3.8000000000000003
2018,1,2,15,30,45,584,3.0,-4.800000000000001
2018,1,2,16,30,13,142,3.0,-6.2
2018,1,2,17,30,0,0,3.2,-7.0
2018,1,2,18,30,0,0,3.2,-7.300000000000001
2018,1,2,19,30,0,0,3.3000000000000003,-8.1
2018,1,2,20,30,0,0,3.4000000000000004,-8.5
2018,1,2,21,30,0,0,3.4000000000000004,-8.8
2018,1,2,22,30,0,0,3.3000000000000003,-9.200000000000001
2018,1,2,23,30,0,0,3.2,-9.600000000000001
2018,1,3,0,30,0,0,3.1,-9.9
2018,1,3,1,30,0,0,3.0,-10.200000000000001
2018,1,3,2,30,0,0,2.8000000000000003,-10.4
2018,1,3,3,30,0,0,2.6,-10.600000000000001
2018,1,3,4,30,0,0,2.4000000000000004,-10.8
2018,1,3,5,30,0,0,2.2,-11.100000000000001
2018,1,3,6,30,0,0,1.9000000000000001,-11.100000000000001
2018,1,3,7,30,9,56,1.7000000000000002,-10.3
2018,1,3,8,30,57,330,1.4000000000000001,-8.4
2018,1,3,9,30,74,583,1.3,-6.300000000000001
2018,1,3,10,30,121,509,1.2000000000000002,-4.5
2018,1,3,11,30,136,532,1.1,-3.3000000000000003
2018,1,3,12,30,154,432,1.1,-2.5
2018,1,3,13,30,99,632,1.1,-2.1
2018,1,3,14,30,105,360,0.8,-2.2
2018,1,3,15,30,45,595,0.7000000000000001,-3.5
2018,1,3,16,30,12,95,1.1,-4.7
2018,1,3,17,30,0,0,1.1,-4.7
2018,1,3,18,30,0,0,1.1,-4.5
2018,1,3,19,30,0,0,1.4000000000000001,-4.9
2018,1,3,20,30,0,0,1.5,-4.7
2018,1,3,21,30,0,0,1.6,-4.2
2018,1,3,22,30,0,0,1.9000000000000001,-3.8000000000000003
2018,1,3,23,30,0,0,2.6,-3.3000000000000003
2018,1,4,0,30,0,0,3.4000000000000004,-3.2
2018,1,4,1,30,0,0,4.0,-3.6
2018,1,4,2,30,0,0,4.5,-4.0
2018,1,4,3,30,0,0,5.0,-4.3
2018,1,4,4,30,0,0,5.6000000000000005,-4.6000000000000005
2018,1,4,5,30,0,0,6.300000000000001,-4.5
2018,1,4,6,30,0,0,6.9,-4.3
2018,1,4,7,30,5,19,7.300000000000001,-4.3
2018,1,4,8,30,21,0,7.800000000000001,-4.4
2018,1,4,9,30,36,2,8.0,-4.4
2018,1,4,10,30,71,15,8.1,-4.4
2018,1,4,11,30,72,14,8.0,-4.3
2018,1,4,12,30,85,9,7.800000000000001,-4.3
2018,1,4,13,30,64,17,7.5,-4.3
2018,1,4,14,30,48,21,7.2,-4.3
2018,1,4,15,30,37,9,7.0,-4.3
2018,1,4,16,30,6,4,6.7,-4.3
2018,1,4,17,30,0,0,6.5,-4.3
2018,1,4,18,30,0,0,6.4,-4.4
2018,1,4,19,30,0,0,6.1000000000000005,-4.9
2018,1,4,20,30,0,0,6.0,-5.5
2018,1,4,21,30,0,0,5.800000000000001,-6.2
2018,1,4,22,30,0,0,5.800000000000001,-7.1000000000000005
2018,1,4,23,30,0,0,5.7,-7.9
2018,1,5,0,30,0,0,5.7,-8.6
2018,1,5,1,30,0,0,5.7,-9.3
2018,1,5,2,30,0,0,5.6000000000000005,-9.9
2018,1,5,3,30,0,0,5.6000000000000005,-10.4
2018,1,5,4,30,0,0,5.6000000000000005,-10.9
2018,1,5,5,30,0,0,5.5,-11.3
2018,1,5,6,30,0,0,5.5,-11.700000000000001
2018,1,5,7,30,7,28,5.6000000000000005,-11.700000000000001
2018,1,5,8,30,64,46,5.7,-11.5
2018,1,5,9,30,119,217,5.800000000000001,-11.100000000000001
2018,1,5,10,30,168,177,5.9,-10.600000000000001
2018,1,5,11,30,195,138,6.0,-10.200000000000001
2018,1,5,12,30,196,139,6.1000000000000005,-10.0
2018,1,5,13,30,167,195,6.1000000000000005,-9.9
2018,1,5,14,30,117,272,6.1000000000000005,-9.9
2018,1,5,15,30,69,123,6.1000000000000005,-10.100000000000001
2018,1,5,16,30,10,34,5.9,-10.200000000000001
2018,1,5,17,30,0,0,5.800000000000001,-10.3
2018,1,5,18,30,0,0,5.800000000000001,-10.3
2018,1,5,19,30,0,0,5.6000000000000005,-10.5
2018,1,5,20,30,0,0,5.4,-10.700000000000001
2018,1,5,21,30,0,0,5.300000000000001,-11.100000000000001
2018,1,5,22,30,0,0,5.2,-11.4
2018,1,5,23,30,0,0,5.1000000000000005,-11.8
2018,1,6,0,30,0,0,5.0,-12.100000000000001
2018,1,6,1,30,0,0,4.800000000000001,-12.3
2018,1,6,2,30,0,0,4.7,-12.4
2018,1,6,3,30,0,0,4.6000000000000005,-12.4
2018,1,6,4,30,0,0,4.6000000000000005,-12.3
2018,1,6,5,30,0,0,4.6000000000000005,-12.100000000000001
2018,1,6,6,30,0,0,4.6000000000000005,-12.0
2018,1,6,7,30,8,28,4.800000000000001,-11.8
2018,1,6,8,30,65,131,4.9,-11.4
2018,1,6,9,30,103,373,5.0,-11.100000000000001
2018,1,6,10,30,144,376,5.0,-10.8
2018,1,6,11,30,173,346,5.0,-10.4
2018,1,6,12,30,153,476,5.0,-10.200000000000001
