Year,Month,Day,Hour,Minute,DHI,DNI,Wind Speed,Temperature
2018,1,1,0,30,0,0,3.6,-13.3
2018,1,1,1,30,0,0,3.6,-13.4
2018,1,1,2,30,0,0,3.6,-13.600000000000001
2018,1,1,3,30,0,0,3.6,-13.700000000000001
2018,1,1,4,30,0,0,3.6,-13.9
2018,1,1,5,30,0,0,3.6,-14.100000000000001
2018,1,1,6,30,0,0,3.6,-14.3
2018,1,1,7,30,11,106,3.7,-13.700000000000001
2018,1,1,8,30,51,442,3.9000000000000004,-12.0
2018,1,1,9,30,65,730,4.1000000000000005,-10.4
2018,1,1,10,30,63,916,4.1000000000000005,-9.200000000000001
2018,1,1,11,30,66,945,4.0,-8.3
2018,1,1,12,30,66,945,4.0,-7.7
2018,1,1,13,30,63,914,4.0,-7.5
2018,1,1,14,30,55,840,3.8000000000000003,-7.6000000000000005
2018,1,1,15,30,43,655,3.6,-8.200000000000001
2018,1,1,16,30,12,154,3.5,-9.0
2018,1,1,17,30,0,0,3.4000000000000004,-9.700000000000001
2018,1,1,18,30,0,0,3.3000000000000003,-9.9
2018,1,1,19,30,0,0,3.3000000000000003,-10.5
2018,1,1,20,30,0,0,3.4000000000000004,-10.3
2018,1,1,21,30,0,0,3.7,-10.200000000000001
2018,1,1,22,30,0,0,4.0,-10.3
2018,1,1,23,30,0,0,4.2,-10.4
2018,1,2,0,30,0,0,4.4,-10.4
2018,1,2,1,30,0,0,4.6000000000000005,-10.3
2018,1,2,2,30,0,0,4.7,-10.100000000000001
2018,1,2,3,30,0,0,4.5,-10.0
2018,1,2,4,30,0,0,4.3,-10.200000000000001
2018,1,2,5,30,0,0,4.0,-10.600000000000001
2018,1,2,6,30,0,0,3.7,-11.0
2018,1,2,7,30,10,76,3.6,-10.4
2018,1,2,8,30,51,462,3.5,-8.700000000000001
2018,1,2,9,30,72,660,3.5,-7.0
2018,1,2,10,30,75,838,3.4000000000000004,-5.800000000000001
2018,1,2,11,30,79,878,3.3000000000000003,-4.800000000000001
2018,1,2,12,30,77,886,3.4000000000000004,-4.1000000000000005
2018,1,2,13,30,69,866,3.5,-3.7
2018,1,2,14,30,59,791,3.4000000000000004,-3.8000000000000003
