Year,Month,Day,Hour,Minute,DHI,DNI,Wind Speed,Temperature
2018,1,1,0,30,0,0,4.5,-13.0
2018,1,1,1,30,0,0,4.5,-13.100000000000001
2018,1,1,2,30,0,0,4.5,-13.200000000000001
2018,1,1,3,30,0,0,4.4,-13.4
2018,1,1,4,30,0,0,4.4,-13.5
2018,1,1,5,30,0,0,4.4,-13.700000000000001
2018,1,1,6,30,0,0,4.5,-13.9
2018,1,1,7,30,13,150,4.5,-13.3
2018,1,1,8,30,43,599,4.7,-11.700000000000001
2018,1,1,9,30,57,834,4.9,-10.200000000000001
2018,1,1,10,30,65,877,4.9,-9.1
2018,1,1,11,30,70,905,4.800000000000001,-8.200000000000001
2018,1,1,12,30,68,899,4.800000000000001,-7.6000000000000005
2018,1,1,13,30,66,871,4.800000000000001,-7.300000000000001
2018,1,1,14,30,58,825,4.6000000000000005,-7.4
2018,1,1,15,30,44,642,4.4,-8.0
2018,1,1,16,30,12,146,4.3,-8.8
2018,1,1,17,30,0,0,4.2,-9.5
2018,1,1,18,30,0,0,4.2,-9.700000000000001
2018,1,1,19,30,0,0,4.1000000000000005,-10.100000000000001
2018,1,1,20,30,0,0,4.2,-10.0
2018,1,1,21,30,0,0,4.6000000000000005,-9.8
2018,1,1,22,30,0,0,5.0,-9.9
2018,1,1,23,30,0,0,5.300000000000001,-10.0
2018,1,2,0,30,0,0,5.5,-10.0
2018,1,2,1,30,0,0,5.7,-10.0
2018,1,2,2,30,0,0,5.800000000000001,-9.8
2018,1,2,3,30,0,0,5.7,-9.700000000000001
2018,1,2,4,30,0,0,5.300000000000001,-10.0
2018,1,2,5,30,0,0,5.0,-10.4
2018,1,2,6,30,0,0,4.7,-10.700000000000001
2018,1,2,7,30,12,110,4.5,-10.100000000000001
2018,1,2,8,30,48,518,4.4,-8.5
2018,1,2,9,30,60,737,4.3,-6.9
2018,1,2,10,30,78,758,4.1000000000000005,-5.7
2018,1,2,11,30,90,765,4.0,-4.800000000000001
2018,1,2,12,30,92,760,4.1000000000000005,-4.1000000000000005
2018,1,2,13,30,79,774,4.2,-3.7
2018,1,2,14,30,57,758,4.2,-3.8000000000000003
2018,1,2,15,30,41,648,4.2,-4.800000000000001
2018,1,2,16,30,13,167,4.3,-6.0
2018,1,2,17,30,0,0,4.5,-6.800000000000001
2018,1,2,18,30,0,0,4.5,-7.1000000000000005
2018,1,2,19,30,0,0,4.7,-7.9
2018,1,2,20,30,0,0,4.7,-8.200000000000001
2018,1,2,21,30,0,0,4.7,-8.6
2018,1,2,22,30,0,0,4.7,-8.9
2018,1,2,23,30,0,0,4.6000000000000005,-9.3
2018,1,3,0,30,0,0,4.4,-9.700000000000001
2018,1,3,1,30,0,0,4.2,-10.0
2018,1,3,2,30,0,0,4.0,-10.200000000000001
2018,1,3,3,30,0,0,3.8000000000000003,-10.3
2018,1,3,4,30,0,0,3.4000000000000004,-10.5
2018,1,3,5,30,0,0,3.1,-10.700000000000001
2018,1,3,6,30,0,0,2.7,-10.8
2018,1,3,7,30,12,149,2.3000000000000003,-10.100000000000001
2018,1,3,8,30,43,585,2.0,-8.3
2018,1,3,9,30,56,756,1.8,-6.2
2018,1,3,10,30,128,460,1.7000000000000002,-4.6000000000000005
2018,1,3,11,30,105,672,1.5,-3.6
2018,1,3,12,30,162,394,1.4000000000000001,-2.8000000000000003
2018,1,3,13,30,123,482,1.4000000000000001,-2.3000000000000003
2018,1,3,14,30,106,348,0.9,-2.4000000000000004
2018,1,3,15,30,43,586,0.8,-3.6
2018,1,3,16,30,13,158,1.2000000000000002,-4.7
2018,1,3,17,30,0,0,1.3,-4.7
2018,1,3,18,30,0,0,1.2000000000000002,-4.4
2018,1,3,19,30,0,0,1.8,-4.6000000000000005
2018,1,3,20,30,0,0,2.1,-4.5
2018,1,3,21,30,0,0,2.2,-3.9000000000000004
2018,1,3,22,30,0,0,2.7,-3.6
2018,1,3,23,30,0,0,3.6,-3.1
2018,1,4,0,30,0,0,4.7,-3.0
2018,1,4,1,30,0,0,5.5,-3.3000000000000003
2018,1,4,2,30,0,0,6.1000000000000005,-3.8000000000000003
2018,1,4,3,30,0,0,6.800000000000001,-4.2
2018,1,4,4,30,0,0,7.6000000000000005,-4.5
2018,1,4,5,30,0,0,8.5,-4.5
2018,1,4,6,30,0,0,9.3,-4.3
2018,1,4,7,30,5,18,9.9,-4.4
2018,1,4,8,30,18,0,10.5,-4.5
2018,1,4,9,30,25,0,10.9,-4.5
2018,1,4,10,30,22,0,11.0,-4.5
2018,1,4,11,30,21,0,10.9,-4.5
2018,1,4,12,30,27,0,10.700000000000001,-4.4
2018,1,4,13,30,40,0,10.3,-4.3
2018,1,4,14,30,26,0,9.9,-4.3
2018,1,4,15,30,8,0,9.5,-4.3
2018,1,4,16,30,6,25,9.1,-4.3
2018,1,4,17,30,0,0,8.8,-4.3
2018,1,4,18,30,0,0,8.6,-4.3
2018,1,4,19,30,0,0,8.3,-4.800000000000001
2018,1,4,20,30,0,0,8.1,-5.300000000000001
2018,1,4,21,30,0,0,7.9,-5.9
2018,1,4,22,30,0,0,7.800000000000001,-6.800000000000001
2018,1,4,23,30,0,0,7.800000000000001,-7.6000000000000005
2018,1,5,0,30,0,0,7.800000000000001,-8.4
2018,1,5,1,30,0,0,7.800000000000001,-9.1
2018,1,5,2,30,0,0,7.7,-9.700000000000001
2018,1,5,3,30,0,0,7.6000000000000005,-10.3
2018,1,5,4,30,0,0,7.5,-10.9
2018,1,5,5,30,0,0,7.5,-11.3
2018,1,5,6,30,0,0,7.5,-11.600000000000001
2018,1,5,7,30,12,120,7.5,-11.700000000000001
2018,1,5,8,30,44,583,7.6000000000000005,-11.600000000000001
2018,1,5,9,30,59,804,7.7,-11.200000000000001
2018,1,5,10,30,70,821,7.9,-10.700000000000001
2018,1,5,11,30,73,868,8.0,-10.4
2018,1,5,12,30,76,874,8.1,-10.100000000000001
2018,1,5,13,30,73,834,8.200000000000001,-10.0
2018,1,5,14,30,56,817,8.200000000000001,-10.0
2018,1,5,15,30,44,636,8.200000000000001,-10.200000000000001
2018,1,5,16,30,13,135,8.1,-10.3
2018,1,5,17,30,0,0,7.9,-10.4
2018,1,5,18,30,0,0,7.9,-10.4
2018,1,5,19,30,0,0,7.6000000000000005,-10.700000000000001
2018,1,5,20,30,0,0,7.5,-10.9
2018,1,5,21,30,0,0,7.300000000000001,-11.200000000000001
2018,1,5,22,30,0,0,7.2,-11.600000000000001
2018,1,5,23,30,0,0,7.0,-12.0
2018,1,6,0,30,0,0,6.800000000000001,-12.3
2018,1,6,1,30,0,0,6.6000000000000005,-12.5
2018,1,6,2,30,0,0,6.5,-12.600000000000001
2018,1,6,3,30,0,0,6.300000000000001,-12.600000000000001
2018,1,6,4,30,0,0,6.300000000000001,-12.5
2018,1,6,5,30,0,0,6.300000000000001,-12.3
2018,1,6,6,30,0,0,6.300000000000001,-12.100000000000001
2018,1,6,7,30,12,119,6.5,-11.8
2018,1,6,8,30,45,566,6.7,-11.5
2018,1,6,9,30,65,820,6.800000000000001,-11.200000000000001
2018,1,6,10,30,70,885,6.7,-11.0
2018,1,6,11,30,75,926,6.7,-10.700000000000001
2018,1,6,12,30,75,924,6.800000000000001,-10.4
2018,1,6,13,30,71,893,6.800000000000001,-10.4
2018,1,6,14,30,64,835,6.800000000000001,-10.600000000000001
2018,1,6,15,30,44,667,6.7,-11.100000000000001
2018,1,6,16,30,16,194,6.5,-11.600000000000001
2018,1,6,17,30,0,0,6.4,-12.0
2018,1,6,18,30,0,0,6.4,-12.200000000000001
2018,1,6,19,30,0,0,6.2,-12.5
2018,1,6,20,30,0,0,5.9,-13.0
2018,1,6,21,30,0,0,5.5,-13.4
2018,1,6,22,30,0,0,5.300000000000001,-13.8
2018,1,6,23,30,0,0,5.300000000000001,-14.100000000000001
2018,1,7,0,30,0,0,5.2,-14.3
2018,1,7,1,30,0,0,5.1000000000000005,-14.4
2018,1,7,2,30,0,0,5.0,-14.5
2018,1,7,3,30,0,0,4.7,-14.8
2018,1,7,4,30,0,0,4.3,-15.5
2018,1,7,5,30,0,0,4.0,-16.2
2018,1,7,6,30,0,0,3.6,-16.400000000000002
2018,1,7,7,30,11,116,3.2,-15.700000000000001
2018,1,7,8,30,42,622,2.6,-13.9
2018,1,7,9,30,60,832,2.1,-12.0
2018,1,7,10,30,68,884,1.8,-10.8
2018,1,7,11,30,72,906,1.6,-9.9
2018,1,7,12,30,72,908,1.7000000000000002,-9.1
2018,1,7,13,30,68,885,2.1,-8.4
2018,1,7,14,30,61,801,2.4000000000000004,-8.1
2018,1,7,15,30,46,653,2.9000000000000004,-8.8
2018,1,7,16,30,14,102,3.4000000000000004,-9.9
2018,1,7,17,30,0,0,3.9000000000000004,-10.0
2018,1,7,18,30,0,0,4.1000000000000005,-9.8
2018,1,7,19,30,0,0,4.5,-9.700000000000001
2018,1,7,20,30,0,0,4.7,-9.700000000000001
2018,1,7,21,30,0,0,4.9,-9.600000000000001
2018,1,7,22,30,0,0,5.2,-9.3
2018,1,7,23,30,0,0,5.4,-9.0
2018,1,8,0,30,0,0,5.4,-8.8
2018,1,8,1,30,0,0,5.300000000000001,-8.6
2018,1,8,2,30,0,0,5.1000000000000005,-8.4
2018,1,8,3,30,0,0,4.9,-8.6
2018,1,8,4,30,0,0,4.7,-8.8
2018,1,8,5,30,0,0,4.5,-8.8
2018,1,8,6,30,0,0,4.4,-8.200000000000001
2018,1,8,7,30,8,18,4.3,-7.0
2018,1,8,8,30,51,1,4.7,-5.6000000000000005
2018,1,8,9,30,100,52,5.1000000000000005,-4.4
2018,1,8,10,30,168,179,5.4,-3.3000000000000003
2018,1,8,11,30,189,77,5.4,-2.5
2018,1,8,12,30,152,28,5.300000000000001,-1.9000000000000001
2018,1,8,13,30,151,71,5.300000000000001,-1.5
2018,1,8,14,30,103,47,5.2,-1.5
2018,1,8,15,30,45,0,5.2,-1.6
2018,1,8,16,30,9,19,5.1000000000000005,-1.6
2018,1,8,17,30,0,0,5.0,-1.7000000000000002
2018,1,8,18,30,0,0,4.9,-1.7000000000000002
2018,1,8,19,30,0,0,4.800000000000001,-1.6
2018,1,8,20,30,0,0,4.7,-1.5
2018,1,8,21,30,0,0,4.4,-1.4000000000000001
2018,1,8,22,30,0,0,4.1000000000000005,-1.5
2018,1,8,23,30,0,0,3.9000000000000004,-1.9000000000000001
2018,1,9,0,30,0,0,3.9000000000000004,-2.4000000000000004
2018,1,9,1,30,0,0,3.8000000000000003,-2.8000000000000003
2018,1,9,2,30,0,0,3.8000000000000003,-3.2
2018,1,9,3,30,0,0,3.9000000000000004,-3.3000000000000003
2018,1,9,4,30,0,0,3.9000000000000004,-3.2
2018,1,9,5,30,0,0,3.9000000000000004,-3.0
2018,1,9,6,30,0,0,4.0,-2.8000000000000003
2018,1,9,7,30,12,118,4.1000000000000005,-2.1
2018,1,9,8,30,49,583,4.1000000000000005,-0.7000000000000001
2018,1,9,9,30,67,792,3.9000000000000004,0.9
2018,1,9,10,30,76,874,3.6,2.0
2018,1,9,11,30,76,902,3.4000000000000004,2.6
2018,1,9,12,30,76,869,3.4000000000000004,3.1
2018,1,9,13,30,73,856,3.4000000000000004,3.3000000000000003
2018,1,9,14,30,69,792,3.5,3.2
2018,1,9,15,30,51,648,3.7,2.5
2018,1,9,16,30,18,224,3.7,1.3
2018,1,9,17,30,0,0,3.8000000000000003,0.1
2018,1,9,18,30,0,0,3.8000000000000003,-0.5
2018,1,9,19,30,0,0,3.8000000000000003,-1.5
2018,1,9,20,30,0,0,3.6,-2.2
2018,1,9,21,30,0,0,3.4000000000000004,-2.9000000000000004
2018,1,9,22,30,0,0,3.2,-3.4000000000000004
2018,1,9,23,30,0,0,2.9000000000000004,-3.7
2018,1,10,0,30,0,0,2.8000000000000003,-3.9000000000000004
2018,1,10,1,30,0,0,2.7,-4.0
2018,1,10,2,30,0,0,2.6,-4.2
2018,1,10,3,30,0,0,2.6,-4.3
2018,1,10,4,30,0,0,2.5,-4.3
2018,1,10,5,30,0,0,2.5,-4.4
2018,1,10,6,30,0,0,2.4000000000000004,-4.800000000000001
2018,1,10,7,30,14,183,2.4000000000000004,-4.1000000000000005
2018,1,10,8,30,43,648,2.1,-2.0
2018,1,10,9,30,59,800,1.7000000000000002,0.1
2018,1,10,10,30,70,864,1.3,1.2000000000000002
2018,1,10,11,30,76,886,1.1,1.8
2018,1,10,12,30,80,872,1.1,2.1
2018,1,10,13,30,73,842,1.3,2.3000000000000003
2018,1,10,14,30,65,779,1.5,2.3000000000000003
2018,1,10,15,30,50,621,1.6,1.7000000000000002
2018,1,10,16,30,13,77,1.7000000000000002,1.1
2018,1,10,17,30,0,0,1.9000000000000001,1.3
2018,1,10,18,30,0,0,2.1,1.6
2018,1,10,19,30,0,0,2.4000000000000004,2.1
2018,1,10,20,30,0,0,2.4000000000000004,2.3000000000000003
2018,1,10,21,30,0,0,2.5,2.3000000000000003
2018,1,10,22,30,0,0,2.7,2.3000000000000003
2018,1,10,23,30,0,0,2.9000000000000004,2.3000000000000003
2018,1,11,0,30,0,0,3.1,2.3000000000000003
2018,1,11,1,30,0,0,3.2,2.4000000000000004
2018,1,11,2,30,0,0,3.3000000000000003,2.4000000000000004
2018,1,11,3,30,0,0,3.2,2.5
2018,1,11,4,30,0,0,2.9000000000000004,2.5
2018,1,11,5,30,0,0,2.6,2.3000000000000003
2018,1,11,6,30,0,0,2.4000000000000004,2.2
2018,1,11,7,30,10,76,2.5,2.2
2018,1,11,8,30,41,72,2.6,2.5
2018,1,11,9,30,106,106,2.7,2.9000000000000004
2018,1,11,10,30,152,38,2.6,3.4000000000000004
2018,1,11,11,30,167,61,2.5,4.0
2018,1,11,12,30,188,140,2.3000000000000003,4.6000000000000005
2018,1,11,13,30,141,38,2.1,5.0
2018,1,11,14,30,114,311,2.0,5.0
2018,1,11,15,30,62,379,2.1,4.5
2018,1,11,16,30,18,130,2.2,4.1000000000000005
2018,1,11,17,30,0,0,2.4000000000000004,4.0
2018,1,11,18,30,0,0,2.5,4.0
2018,1,11,19,30,0,0,2.9000000000000004,4.4
2018,1,11,20,30,0,0,3.1,4.6000000000000005
2018,1,11,21,30,0,0,3.1,4.6000000000000005
2018,1,11,22,30,0,0,3.2,4.7
2018,1,11,23,30,0,0,3.3000000000000003,5.0
2018,1,12,0,30,0,0,3.4000000000000004,5.5
2018,1,12,1,30,0,0,3.5,5.6000000000000005
2018,1,12,2,30,0,0,3.4000000000000004,5.4
2018,1,12,3,30,0,0,3.4000000000000004,5.4
2018,1,12,4,30,0,0,3.7,6.0
2018,1,12,5,30,0,0,4.2,6.6000000000000005
2018,1,12,6,30,0,0,4.6000000000000005,7.2
2018,1,12,7,30,8,12,5.1000000000000005,8.0
2018,1,12,8,30,51,54,5.7,8.9
2018,1,12,9,30,104,123,6.1000000000000005,9.600000000000001
2018,1,12,10,30,163,247,6.1000000000000005,10.3
2018,1,12,11,30,125,35,5.5,10.600000000000001
2018,1,12,12,30,188,202,5.0,10.600000000000001
2018,1,12,13,30,168,76,4.800000000000001,10.5
2018,1,12,14,30,119,101,4.9,10.200000000000001
2018,1,12,15,30,76,131,4.7,9.8
2018,1,12,16,30,18,125,4.3,9.3
2018,1,12,17,30,0,0,4.0,9.1
2018,1,12,18,30,0,0,4.0,9.1
2018,1,12,19,30,0,0,4.2,9.3
2018,1,12,20,30,0,0,4.4,9.5
2018,1,12,21,30,0,0,4.7,9.700000000000001
2018,1,12,22,30,0,0,4.7,9.600000000000001
2018,1,12,23,30,0,0,4.3,9.200000000000001
2018,1,13,0,30,0,0,4.4,9.200000000000001
2018,1,13,1,30,0,0,5.4,9.700000000000001
2018,1,13,2,30,0,0,6.300000000000001,10.3
2018,1,13,3,30,0,0,6.4,10.700000000000001
2018,1,13,4,30,0,0,5.800000000000001,10.4
2018,1,13,5,30,0,0,5.0,8.9
2018,1,13,6,30,0,0,4.7,5.9
2018,1,13,7,30,11,38,6.1000000000000005,1.8
2018,1,13,8,30,60,341,7.300000000000001,-1.5
2018,1,13,9,30,110,299,7.1000000000000005,-2.6
2018,1,13,10,30,118,536,6.7,-1.9000000000000001
2018,1,13,11,30,107,680,6.6000000000000005,-0.9
2018,1,13,12,30,88,797,6.5,-0.30000000000000004
2018,1,13,13,30,66,852,6.4,-0.30000000000000004
2018,1,13,14,30,58,781,6.4,-0.9
2018,1,13,15,30,42,686,6.4,-2.0
2018,1,13,16,30,20,316,6.4,-3.2
2018,1,13,17,30,0,0,6.4,-4.2
2018,1,13,18,30,0,0,6.4,-4.6000000000000005
2018,1,13,19,30,0,0,6.2,-5.300000000000001
2018,1,13,20,30,0,0,6.0,-5.5
2018,1,13,21,30,0,0,5.800000000000001,-5.800000000000001
2018,1,13,22,30,0,0,5.800000000000001,-6.1000000000000005
2018,1,13,23,30,0,0,5.800000000000001,-6.4
2018,1,14,0,30,0,0,5.7,-6.6000000000000005
2018,1,14,1,30,0,0,5.7,-6.800000000000001
2018,1,14,2,30,0,0,5.7,-6.9
2018,1,14,3,30,0,0,5.7,-7.1000000000000005
2018,1,14,4,30,0,0,5.7,-7.300000000000001
2018,1,14,5,30,0,0,5.7,-7.7
2018,1,14,6,30,0,0,5.6000000000000005,-8.200000000000001
2018,1,14,7,30,10,104,5.7,-8.4
2018,1,14,8,30,50,463,5.7,-8.0
2018,1,14,9,30,58,795,5.5,-7.2
2018,1,14,10,30,59,931,5.300000000000001,-6.1000000000000005
2018,1,14,11,30,59,976,5.1000000000000005,-5.1000000000000005
2018,1,14,12,30,57,980,4.9,-4.2
2018,1,14,13,30,53,959,4.6000000000000005,-3.7
2018,1,14,14,30,47,902,4.4,-3.8000000000000003
2018,1,14,15,30,38,776,4.2,-4.5
2018,1,14,16,30,20,381,4.1000000000000005,-5.6000000000000005
2018,1,14,17,30,0,0,4.3,-6.4
2018,1,14,18,30,0,0,4.5,-6.6000000000000005
2018,1,14,19,30,0,0,4.7,-7.300000000000001
2018,1,14,20,30,0,0,4.5,-7.7
2018,1,14,21,30,0,0,4.3,-8.1
2018,1,14,22,30,0,0,4.3,-8.200000000000001
2018,1,14,23,30,0,0,4.4,-8.200000000000001
2018,1,15,0,30,0,0,4.5,-8.0
2018,1,15,1,30,0,0,4.5,-8.0
2018,1,15,2,30,0,0,4.5,-8.0
2018,1,15,3,30,0,0,4.5,-8.0
2018,1,15,4,30,0,0,4.6000000000000005,-8.0
2018,1,15,5,30,0,0,4.7,-8.0
2018,1,15,6,30,0,0,4.7,-7.9
2018,1,15,7,30,13,128,5.0,-7.2
2018,1,15,8,30,51,574,5.2,-6.0
2018,1,15,9,30,66,774,5.2,-4.4
2018,1,15,10,30,74,852,4.9,-3.1
2018,1,15,11,30,78,888,4.6000000000000005,-2.1
2018,1,15,12,30,78,893,4.3,-1.5
2018,1,15,13,30,74,866,4.1000000000000005,-1.3
2018,1,15,14,30,67,790,3.9000000000000004,-1.4000000000000001
