Year,Month,Day,Hour,Minute,DHI,DNI,Wind Speed,Temperature
2018,1,1,0,30,0,0,5.0,-12.700000000000001
2018,1,1,1,30,0,0,5.0,-12.8
2018,1,1,2,30,0,0,5.0,-13.0
2018,1,1,3,30,0,0,4.9,-13.100000000000001
2018,1,1,4,30,0,0,4.9,-13.200000000000001
2018,1,1,5,30,0,0,4.9,-13.4
2018,1,1,6,30,0,0,5.0,-13.600000000000001
2018,1,1,7,30,10,74,5.0,-13.0
2018,1,1,8,30,53,359,5.2,-11.5
2018,1,1,9,30,66,669,5.4,-10.0
2018,1,1,10,30,64,777,5.4,-8.9
2018,1,1,11,30,66,815,5.300000000000001,-8.1
2018,1,1,12,30,68,803,5.300000000000001,-7.5
2018,1,1,13,30,63,781,5.2,-7.2
2018,1,1,14,30,54,780,5.1000000000000005,-7.2
2018,1,1,15,30,43,505,4.9,-7.7
2018,1,1,16,30,10,98,4.800000000000001,-8.5
2018,1,1,17,30,0,0,4.7,-9.1
2018,1,1,18,30,0,0,4.7,-9.3
2018,1,1,19,30,0,0,4.5,-9.8
2018,1,1,20,30,0,0,4.7,-9.700000000000001
2018,1,1,21,30,0,0,5.1000000000000005,-9.5
2018,1,1,22,30,0,0,5.5,-9.5
2018,1,1,23,30,0,0,5.9,-9.600000000000001
2018,1,2,0,30,0,0,6.1000000000000005,-9.700000000000001
2018,1,2,1,30,0,0,6.300000000000001,-9.600000000000001
2018,1,2,2,30,0,0,6.4,-9.5
2018,1,2,3,30,0,0,6.300000000000001,-9.4
2018,1,2,4,30,0,0,5.9,-9.700000000000001
2018,1,2,5,30,0,0,5.6000000000000005,-10.100000000000001
2018,1,2,6,30,0,0,5.2,-10.4
2018,1,2,7,30,10,59,5.0,-9.8
2018,1,2,8,30,55,325,4.800000000000001,-8.3
2018,1,2,9,30,69,611,4.7,-6.7
2018,1,2,10,30,84,669,4.5,-5.6000000000000005
2018,1,2,11,30,96,680,4.4,-4.7
2018,1,2,12,30,99,665,4.5,-4.0
2018,1,2,13,30,88,651,4.6000000000000005,-3.6
2018,1,2,14,30,52,723,4.6000000000000005,-3.7
2018,1,2,15,30,44,593,4.6000000000000005,-4.5
2018,1,2,16,30,10,89,4.7,-5.800000000000001
2018,1,2,17,30,0,0,5.0,-6.5
