Year,Month,Day,Hour,Minute,DHI,DNI,Wind Speed,Temperature
2018,1,1,0,30,0,0,5.300000000000001,-12.4
2018,1,1,1,30,0,0,5.300000000000001,-12.5
2018,1,1,2,30,0,0,5.2,-12.600000000000001
2018,1,1,3,30,0,0,5.2,-12.8
2018,1,1,4,30,0,0,5.2,-12.9
2018,1,1,5,30,0,0,5.2,-13.100000000000001
2018,1,1,6,30,0,0,5.2,-13.3
2018,1,1,7,30,11,94,5.300000000000001,-12.700000000000001
2018,1,1,8,30,47,459,5.5,-11.200000000000001
2018,1,1,9,30,53,773,5.7,-9.8
2018,1,1,10,30,72,739,5.6000000000000005,-8.8
2018,1,1,11,30,78,760,5.5,-7.9
2018,1,1,12,30,78,758,5.5,-7.300000000000001
2018,1,1,13,30,71,736,5.5,-7.0
2018,1,1,14,30,56,736,5.300000000000001,-7.0
2018,1,1,15,30,43,509,5.1000000000000005,-7.5
2018,1,1,16,30,10,98,5.0,-8.3
2018,1,1,17,30,0,0,5.0,-8.9
2018,1,1,18,30,0,0,4.9,-9.1
2018,1,1,19,30,0,0,4.800000000000001,-9.5
2018,1,1,20,30,0,0,5.0,-9.4
2018,1,1,21,30,0,0,5.4,-9.200000000000001
2018,1,1,22,30,0,0,5.9,-9.200000000000001
2018,1,1,23,30,0,0,6.2,-9.3
2018,1,2,0,30,0,0,6.5,-9.3
2018,1,2,1,30,0,0,6.7,-9.3
2018,1,2,2,30,0,0,6.800000000000001,-9.200000000000001
2018,1,2,3,30,0,0,6.6000000000000005,-9.200000000000001
2018,1,2,4,30,0,0,6.300000000000001,-9.4
2018,1,2,5,30,0,0,5.9,-9.8
2018,1,2,6,30,0,0,5.5,-10.100000000000001
2018,1,2,7,30,10,74,5.2,-9.600000000000001
2018,1,2,8,30,51,393,5.1000000000000005,-8.0
2018,1,2,9,30,62,653,5.0,-6.5
2018,1,2,10,30,107,563,4.800000000000001,-5.5
2018,1,2,11,30,126,553,4.6000000000000005,-4.6000000000000005
2018,1,2,12,30,129,544,4.7,-3.9000000000000004
2018,1,2,13,30,108,554,4.800000000000001,-3.5
2018,1,2,14,30,66,634,4.800000000000001,-3.5
2018,1,2,15,30,48,503,4.800000000000001,-4.4
2018,1,2,16,30,11,95,5.0,-5.5
2018,1,2,17,30,0,0,5.2,-6.300000000000001
2018,1,2,18,30,0,0,5.300000000000001,-6.5
2018,1,2,19,30,0,0,5.5,-7.2
2018,1,2,20,30,0,0,5.6000000000000005,-7.5
2018,1,2,21,30,0,0,5.6000000000000005,-7.800000000000001
2018,1,2,22,30,0,0,5.5,-8.200000000000001
2018,1,2,23,30,0,0,5.4,-8.6
2018,1,3,0,30,0,0,5.2,-8.9
2018,1,3,1,30,0,0,4.9,-9.200000000000001
2018,1,3,2,30,0,0,4.7,-9.4
2018,1,3,3,30,0,0,4.4,-9.5
2018,1,3,4,30,0,0,4.0,-9.600000000000001
2018,1,3,5,30,0,0,3.6,-9.8
2018,1,3,6,30,0,0,3.2,-10.0
2018,1,3,7,30,10,77,2.7,-9.3
2018,1,3,8,30,55,350,2.3000000000000003,-7.7
2018,1,3,9,30,70,607,2.1,-5.800000000000001
2018,1,3,10,30,131,437,1.9000000000000001,-4.4
2018,1,3,11,30,126,557,1.8,-3.4000000000000004
2018,1,3,12,30,166,374,1.6,-2.7
2018,1,3,13,30,127,467,1.6,-2.2
2018,1,3,14,30,105,356,1.0,-2.2
2018,1,3,15,30,52,417,0.8,-3.2
2018,1,3,16,30,10,52,1.3,-4.1000000000000005
2018,1,3,17,30,0,0,1.4000000000000001,-4.0
2018,1,3,18,30,0,0,1.3,-3.7
2018,1,3,19,30,0,0,2.0,-3.8000000000000003
2018,1,3,20,30,0,0,2.4000000000000004,-3.6
2018,1,3,21,30,0,0,2.6,-3.1
2018,1,3,22,30,0,0,3.1,-2.7
2018,1,3,23,30,0,0,4.2,-2.3000000000000003
2018,1,4,0,30,0,0,5.5,-2.2
2018,1,4,1,30,0,0,6.4,-2.6
2018,1,4,2,30,0,0,7.1000000000000005,-3.1
2018,1,4,3,30,0,0,7.9,-3.6
2018,1,4,4,30,0,0,8.8,-3.9000000000000004
2018,1,4,5,30,0,0,9.9,-4.0
2018,1,4,6,30,0,0,10.700000000000001,-3.9000000000000004
2018,1,4,7,30,4,9,11.4,-4.0
2018,1,4,8,30,16,0,12.100000000000001,-4.2
2018,1,4,9,30,22,0,12.5,-4.2
2018,1,4,10,30,21,0,12.600000000000001,-4.2
2018,1,4,11,30,24,0,12.600000000000001,-4.2
2018,1,4,12,30,35,0,12.3,-4.1000000000000005
2018,1,4,13,30,39,0,11.8,-4.0
2018,1,4,14,30,58,0,11.4,-4.0
2018,1,4,15,30,21,0,11.0,-3.9000000000000004
2018,1,4,16,30,6,16,10.5,-3.9000000000000004
2018,1,4,17,30,0,0,10.100000000000001,-3.9000000000000004
2018,1,4,18,30,0,0,9.9,-3.9000000000000004
2018,1,4,19,30,0,0,9.600000000000001,-4.3
2018,1,4,20,30,0,0,9.3,-4.800000000000001
2018,1,4,21,30,0,0,9.1,-5.4
2018,1,4,22,30,0,0,9.0,-6.2
2018,1,4,23,30,0,0,9.0,-7.1000000000000005
2018,1,5,0,30,0,0,9.0,-7.9
2018,1,5,1,30,0,0,9.0,-8.5
2018,1,5,2,30,0,0,8.9,-9.200000000000001
2018,1,5,3,30,0,0,8.8,-9.8
2018,1,5,4,30,0,0,8.700000000000001,-10.4
2018,1,5,5,30,0,0,8.700000000000001,-10.8
2018,1,5,6,30,0,0,8.6,-11.100000000000001
2018,1,5,7,30,10,77,8.700000000000001,-11.3
2018,1,5,8,30,48,365,8.8,-11.100000000000001
2018,1,5,9,30,58,700,8.9,-10.700000000000001
2018,1,5,10,30,100,590,9.0,-10.3
2018,1,5,11,30,109,613,9.200000000000001,-10.0
2018,1,5,12,30,113,601,9.3,-9.700000000000001
2018,1,5,13,30,95,615,9.4,-9.600000000000001
2018,1,5,14,30,66,678,9.4,-9.600000000000001
2018,1,5,15,30,50,431,9.4,-9.700000000000001
2018,1,5,16,30,11,80,9.3,-9.8
2018,1,5,17,30,0,0,9.200000000000001,-9.9
2018,1,5,18,30,0,0,9.1,-9.9
2018,1,5,19,30,0,0,8.9,-10.200000000000001
2018,1,5,20,30,0,0,8.6,-10.4
2018,1,5,21,30,0,0,8.5,-10.700000000000001
2018,1,5,22,30,0,0,8.3,-11.100000000000001
2018,1,5,23,30,0,0,8.1,-11.5
2018,1,6,0,30,0,0,7.9,-11.8
2018,1,6,1,30,0,0,7.7,-12.0
2018,1,6,2,30,0,0,7.5,-12.100000000000001
2018,1,6,3,30,0,0,7.4,-12.200000000000001
2018,1,6,4,30,0,0,7.300000000000001,-12.0
2018,1,6,5,30,0,0,7.300000000000001,-11.8
2018,1,6,6,30,0,0,7.300000000000001,-11.600000000000001
2018,1,6,7,30,12,111,7.5,-11.3
2018,1,6,8,30,43,521,7.7,-11.0
2018,1,6,9,30,58,797,7.800000000000001,-10.8
2018,1,6,10,30,75,750,7.7,-10.5
