Year,Month,Day,Hour,Minute,DHI,DNI,Wind Speed,Temperature
2018,1,1,0,30,0,0,5.5,-12.3
2018,1,1,1,30,0,0,5.4,-12.4
2018,1,1,2,30,0,0,5.4,-12.5
2018,1,1,3,30,0,0,5.4,-12.600000000000001
2018,1,1,4,30,0,0,5.4,-12.700000000000001
2018,1,1,5,30,0,0,5.4,-12.9
2018,1,1,6,30,0,0,5.4,-13.100000000000001
2018,1,1,7,30,10,73,5.4,-12.600000000000001
2018,1,1,8,30,54,354,5.7,-11.100000000000001
2018,1,1,9,30,63,656,5.800000000000001,-9.700000000000001
2018,1,1,10,30,75,716,5.800000000000001,-8.700000000000001
2018,1,1,11,30,71,788,5.7,-7.9
2018,1,1,12,30,71,784,5.7,-7.300000000000001
2018,1,1,13,30,66,759,5.6000000000000005,-7.0
2018,1,1,14,30,55,726,5.5,-6.9
2018,1,1,15,30,43,501,5.300000000000001,-7.4
2018,1,1,16,30,10,99,5.2,-8.1
2018,1,1,17,30,0,0,5.1000000000000005,-8.700000000000001
2018,1,1,18,30,0,0,5.1000000000000005,-8.9
2018,1,1,19,30,0,0,4.9,-9.3
2018,1,1,20,30,0,0,5.1000000000000005,-9.200000000000001
2018,1,1,21,30,0,0,5.6000000000000005,-9.0
2018,1,1,22,30,0,0,6.0,-9.0
2018,1,1,23,30,0,0,6.4,-9.1
2018,1,2,0,30,0,0,6.7,-9.200000000000001
2018,1,2,1,30,0,0,6.9,-9.1
2018,1,2,2,30,0,0,7.0,-9.0
2018,1,2,3,30,0,0,6.800000000000001,-9.0
2018,1,2,4,30,0,0,6.5,-9.3
2018,1,2,5,30,0,0,6.1000000000000005,-9.600000000000001
2018,1,2,6,30,0,0,5.7,-9.9
2018,1,2,7,30,11,64,5.4,-9.4
2018,1,2,8,30,54,360,5.2,-7.9
2018,1,2,9,30,66,635,5.1000000000000005,-6.4
2018,1,2,10,30,79,694,4.9,-5.4
2018,1,2,11,30,82,735,4.800000000000001,-4.6000000000000005
2018,1,2,12,30,85,725,4.800000000000001,-3.9000000000000004
2018,1,2,13,30,76,706,5.0,-3.4000000000000004
2018,1,2,14,30,50,743,5.0,-3.4000000000000004
2018,1,2,15,30,44,521,5.0,-4.3
2018,1,2,16,30,10,93,5.1000000000000005,-5.4
2018,1,2,17,30,0,0,5.4,-6.1000000000000005
2018,1,2,18,30,0,0,5.5,-6.300000000000001
2018,1,2,19,30,0,0,5.7,-7.0
2018,1,2,20,30,0,0,5.7,-7.300000000000001
2018,1,2,21,30,0,0,5.7,-7.6000000000000005
2018,1,2,22,30,0,0,5.7,-7.9
2018,1,2,23,30,0,0,5.5,-8.3
2018,1,3,0,30,0,0,5.300000000000001,-8.700000000000001
2018,1,3,1,30,0,0,5.1000000000000005,-9.0
2018,1,3,2,30,0,0,4.800000000000001,-9.1
2018,1,3,3,30,0,0,4.5,-9.3
